0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
80.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,-1.0,41.037638926723154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,-1.0,37.357452527153306,34.90647484540064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,-1.0,34.53016341819538,32.52517419353399,32.02759313565874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,-1.0,31.3996704260146,30.575110389702107,30.05572261294592,30.49015049008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,39.62754153979462,29.34852377175868,28.684949044022144,28.78863753541625,28.942218473672554,30.11466156673122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,32.77579176457888,27.27065191160041,27.326004055640816,26.96979593499219,27.584911969211408,28.86442743517034,29.10831187854525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,27.75590015483696,25.07985752206456,25.512870790990547,25.334043016409964,26.67185976728789,27.600806364811525,28.882235292627687,29.26758215532829,0.0,0.0,0.0,0.0,0.0,0.0
40.0,25.065945418065205,23.41353411840631,23.57201884669548,24.211427641889188,25.182313029997168,25.135753528376988,27.598539924256336,29.110881225899046,29.593112793283066,0.0,0.0,0.0,0.0,0.0
35.0,22.133391091237343,21.437891500886604,21.905097215697793,22.495652733474508,24.065408401613723,25.51409321406588,25.866244566260622,26.60054551855094,29.044954575437682,30.779655862103954,0.0,0.0,0.0,0.0
30.0,19.738862758628834,20.433833306678295,20.563914558895124,21.299158214975442,21.541552908214705,23.671394555005296,23.36292405104744,24.06384938243602,29.361074856687885,29.0328765349601,26.24555160069484,0.0,0.0,0.0
25.0,18.213981076255948,18.306348953524896,19.501097517011598,20.561213964775796,21.068837347013798,23.23965164870508,23.925248580275802,25.541574026902783,26.243596563592668,29.29903458400946,29.261282167848155,27.044352362771107,0.0,0.0
20.0,16.402298730285995,16.631073709635366,17.859176934765497,18.87886649156096,20.516153053449724,22.306444100960025,24.359496411702665,25.46864045131667,28.13260040112472,31.152941036887174,27.209366355528427,30.567218399768308,32.48833544529832,0.0
15.0,14.503467944736785,15.182436988444334,17.143376074725943,18.59789843538864,20.776411955811678,24.183283511630965,28.01479151497696,38.62387654701668,70.32482883523883,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0
