0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
80.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9451082897684839,0.6931637519872814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,-1.0,-1.0,-1.0,-1.0,0.9850031908104658,0.9701760689902983,0.9104708798017348,0.7264150943396226,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-1.0,-1.0,-1.0,-1.0,0.9833546734955185,0.9641304347826087,0.9374747882210569,0.766412213740458,0.0,0.0,0.0,0.0,0.0,0.0
35.0,-1.0,-1.0,-1.0,0.9866590973602044,0.9738751814223512,0.9112602535421327,0.9766536964980544,0.9707503179313268,0.9069097888675623,0.7568455640744798,0.0,0.0,0.0,0.0
30.0,-1.0,-1.0,0.9935675408213755,0.9870354364736387,0.9396887159533074,0.9072847682119205,0.8614609571788413,0.8964613368283093,0.9746386692118898,0.974085684430512,0.0,0.0,0.0,0.0
25.0,-1.0,0.9971310168951227,0.9981391886862672,0.9783737024221453,0.985479797979798,0.9933981931897151,0.9802575107296138,0.9683814303638645,0.8894208846329229,0.0,0.5940217391304348,0.0,0.0,0.0
20.0,-1.0,0.9831278390655419,0.9889948642699926,0.9941812136325852,0.9848914069877243,0.9525606469002695,0.9318840579710145,0.9331862590608258,0.9524025385312783,0.0,0.0,0.8709913872090892,0.0,0.0
15.0,0.9986687965921193,0.9917929292929293,0.9787878787878788,0.9744463373083475,0.9607476635514018,0.9940869565217392,0.9636363636363636,0.9816997088590046,0.9138758188024726,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0
