0,1,2,3,4,5,6,7,8,9,10,11,12,13
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,22.28507389175998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,20.119619284271785,18.66481953431654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,-1.0,17.963833152755985,17.189829579165025,16.52054223644962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,37.317449952260766,16.42126633595794,15.446431608743515,14.747276838471057,14.673588063813446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,22.71111483045501,14.380761427673269,13.408900582584518,13.158153668424475,13.31736650801031,13.816275669570741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,17.142520270668474,12.498192435529013,11.759955786892789,11.585968498784924,12.100706070614736,12.776001108553302,13.604910099821076,0.0,0.0,0.0,0.0,0.0,0.0
30.0,13.001605105232647,10.589547292524985,10.365200682062355,10.479557811595063,11.092016278469245,11.908094236800991,12.872438625105476,0.0,0.0,0.0,0.0,0.0,0.0
25.0,10.267584084663298,9.092550146177224,8.841835678083736,9.352400448079665,9.910576448300864,10.96179008083559,12.109911475292757,0.0,0.0,0.0,0.0,0.0,0.0
20.0,8.300777757909692,7.566799099515397,7.791478258827226,8.416726264696928,9.286426194456146,10.619943588072244,11.874431014277459,0.0,0.0,0.0,0.0,0.0,0.0
15.0,6.665938116371198,6.487233348825976,6.949904373537606,7.9921969418052745,9.24048205850879,10.630056220607335,12.071682427532611,0.0,0.0,0.0,0.0,0.0,0.0
10.0,5.447154909815991,5.576381357479783,6.797844476548291,7.8869213803917875,9.547213851468234,11.281285506376692,13.024124576229799,0.0,0.0,0.0,0.0,0.0,0.0
5.0,4.689266745797606,5.517068118452198,7.161284200574032,9.003560311696717,12.083034073206521,15.350223087384702,21.75527988001868,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0
