0,1,2,3,4,5,6,7,8,9,10,11,12,13
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,24.98973080612056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,21.89123005080885,19.277634929924968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,19.14382770900167,17.517859758245915,17.039933031766864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,16.90682556820505,15.876456422653533,15.214558334080243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,14.874264622920187,14.341229989255728,14.025959032210299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,-1.0,13.030798367651741,12.473544376559332,12.586863288778057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,19.5586245850283,11.27890454917197,11.180804327001368,11.395902090527283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,12.88187312493901,9.610726004765338,9.647702720051763,10.0840339768991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.34696975057452,8.238449895167632,8.308293269784926,8.917813533902633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,7.0853419642811595,6.815253754271403,7.361682579335715,8.636522515994727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,5.529933707839853,6.061228053788235,7.296799413184456,8.817541897816232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5.019586874883549,6.449896055872014,8.593867875585918,13.28659544338687,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0
