0,1,2,3,4,5,6,7,8,9,10,11,12,13
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,25.303608938019668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,23.18349458097326,20.71715426530657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,20.619146528681505,18.65566203119327,17.318990241225215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,-1.0,18.103980004095536,16.554462816750654,15.341592810970296,15.056729361519977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,29.695375917917357,16.09878853787506,14.754176227270445,13.665251918993288,13.280652284121441,13.472928533616242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,20.22657537790317,13.788387565551025,12.785726180791395,12.299373549736432,11.887053402660065,12.24468525381863,12.658170268584312,0.0,0.0,0.0,0.0,0.0,0.0
30.0,15.786331290721243,11.855915129539737,11.036391181516173,10.585606699037445,10.628555135228783,11.22222105369657,11.72944772897854,12.641731335152318,0.0,0.0,0.0,0.0,0.0
25.0,12.259471281987924,9.882225130800057,9.431982221645974,9.193350067982012,9.640461153670795,10.122517223924234,11.308994630221623,12.280951440824326,13.524361132806769,0.0,0.0,0.0,0.0
20.0,9.722788473316763,8.21831488010082,7.830463754084347,8.19353742495834,8.744516182068718,9.622218148131324,10.529191836045445,11.836717014559554,13.156292511388509,14.405624728246819,0.0,0.0,0.0
15.0,7.680347986943191,6.788502131099618,6.8770335553441235,7.375326632442004,8.068596794519332,9.201989713335387,10.386239082230736,11.682799811135732,13.221375128259512,14.652374212715083,16.609185450766766,0.0,0.0
10.0,5.935750621369453,5.6486534991793995,5.9795030356876655,6.819872054305279,7.720091765580347,9.080341957517781,10.560575613478603,12.063240004927723,13.501043868828306,15.129763202918937,16.923414958231586,18.03257106337787,0.0
5.0,4.624676561720334,4.766788210509279,5.548064846404097,6.558133305880782,8.039026551444769,9.366018740488032,11.037735653567758,12.694261508563969,14.825081951732283,16.580828704040155,18.9709477623514,21.18445405433792,24.603534349187232
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0
