0,1,2,3,4,5,6,7,8,9,10,11,12,13
65.0,33.970042699253035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,27.621399676185938,18.989114895259625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,21.953285283377998,17.31755817972911,16.735479057427458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,18.843466507347433,15.83362117095881,15.1514520480266,14.893708178091245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,16.209340840333066,14.185763787167124,13.796026138989559,13.645083889602203,13.78469576883821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,13.921978330856751,12.588650968662849,12.295813042179635,12.489944243211967,12.517127447657954,13.464202194125932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,11.819371938112134,11.064876276994871,10.884238217693781,10.910816208787098,11.397423366109864,12.155442260378233,13.269357287552431,0.0,0.0,0.0,0.0,0.0,0.0
30.0,9.994171758617172,9.43978023838987,9.65191809824662,9.816027218515131,10.245579506911048,11.258313941101614,12.50823368985695,0.0,0.0,0.0,0.0,0.0,0.0
25.0,8.362908837475837,8.09062036797161,8.425328800855661,8.914241902023058,9.836778211669342,10.83075711661866,12.248216506723123,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.069372844231782,7.021894355054009,7.313943878172497,8.254666200665383,9.415353736081478,10.577332838338645,12.14543441768705,0.0,0.0,0.0,0.0,0.0,0.0
15.0,5.670107270161449,6.078287924228202,6.860110676626248,8.109834152060264,9.40434393862414,10.919187832370087,12.454620103827347,0.0,0.0,0.0,0.0,0.0,0.0
10.0,4.923171637324564,5.64475715492348,6.95836280413844,8.412369247412334,10.203617874130686,12.063445186424973,14.333920956577861,0.0,0.0,0.0,0.0,0.0,0.0
5.0,4.62267314408808,5.970814729849799,7.67415363893123,9.913019788943421,12.826061055915519,16.517673011100975,24.49339412026714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0
