0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
80.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,-1.0,-1.0,-1.0,37.56993026962039,32.75610871945078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,-1.0,-1.0,-1.0,30.955139233306,29.787596187666782,29.835451181271203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,-1.0,-1.0,35.678086574210134,27.310198533126208,27.720996871641113,27.89511688313372,28.862135444547178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,-1.0,-1.0,27.623698448293574,24.70430767517873,25.19612769281841,25.86978009910574,27.57717512974103,28.64792199529339,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-1.0,29.00130154184433,23.240374395403904,22.462519791663745,23.334129463743054,24.388919848407927,25.832911743128566,28.075410422109695,30.14633289931121,0.0,0.0,0.0,0.0,0.0
35.0,-1.0,21.310225195754366,20.458562423339977,20.58490476017976,21.722543366908493,23.78491419300736,25.35654939464896,27.59160142628583,29.57343130718949,33.282902335701394,0.0,0.0,0.0,0.0
30.0,-1.0,17.730058448051693,17.938912914676084,18.842215963444733,20.443833494685872,22.845341957803782,24.922524371074747,27.341901848278567,31.249206051604784,35.80048391648573,-1.0,0.0,0.0,0.0
25.0,19.792476556348277,15.45243991990672,16.398871734745224,17.98965707192852,20.45766405195451,23.221482924344645,27.119495397523117,38.70268282869527,-1.0,-1.0,-1.0,-1.0,0.0,0.0
20.0,13.621178881398098,13.447894757992955,15.267773712756346,17.786929224987954,21.689843823243997,29.744046328231168,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
15.0,11.81573360374045,13.564332392661106,19.397536231380315,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0
