0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
80.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.57357046979328,44.4855829101995,,,,,,,
75.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.89343894818939,40.550779274966345,39.76142715692227,,,,,,
70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.70371858323047,38.55599619433898,38.11377332022671,37.01698490234799,36.61537957744017,,,,,
65.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.78544289616475,35.71475492560226,35.16153481872428,34.281264038267594,34.6424127619698,34.64735842340208,,,,
60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.07852302317089,32.55818966231043,31.797561491245244,31.829265157055456,32.363146220778695,32.939546343129734,33.92394381482662,,,
55.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.99519956132467,30.32742568706341,29.10002405182713,29.66718759338037,29.721714397678863,30.197982350435023,30.574525265733108,31.72649509126493,32.47248343221818,,
50.0,-1.0,-1.0,-1.0,-1.0,40.74339115805214,27.936986932469875,26.67478560862076,26.47220347792772,27.34670649937484,26.76072190469268,27.78777479684877,28.99148268208423,29.91147808301964,30.55546693521652,32.03815570441466,
45.0,-1.0,-1.0,-1.0,-1.0,29.37671511341396,24.74831557442955,24.73395411730625,24.204671252392668,24.414939289995544,25.005711215167747,25.866804861942104,27.016648477286125,27.71643415640441,29.22241934917511,30.235266753650592,32.17214318717968
40.0,-1.0,-1.0,-1.0,31.96794998661657,23.577436282203628,21.7509799681378,22.17316933867039,21.908625498500065,22.89416381470288,23.461220478615093,24.794703895569075,25.762369435659952,26.87227194411048,28.038265402892197,29.42465632309815,30.53927372188962
35.0,-1.0,-1.0,-1.0,23.02925194141058,20.13432670936043,19.313164014121178,19.673380712906404,19.833407230275263,20.96968618725015,22.154953354771337,23.36964584912271,24.860306878375432,25.477144170792744,26.84115060608966,28.21398933054105,29.498738241363
30.0,-1.0,-1.0,-1.0,18.492867450953888,16.99793366231732,17.326098176473554,17.596223319727425,18.463708306631634,19.552460505088924,20.811151838544493,22.32440666175256,23.682735209338063,24.443193074449027,25.885528430033688,27.551991498171738,28.520200987025337
25.0,-1.0,-1.0,21.32699041415683,14.722968289689245,14.778161814406392,14.831443238985464,15.954627286579706,17.134886685817257,18.7026921314666,19.783347499967007,21.28097911999944,22.635806864750084,23.974203294318425,25.556713927420567,26.96355389307064,29.25232358549987
20.0,-1.0,-1.0,14.012063620958662,12.252064253222049,12.63042845098818,13.544488568892405,14.94957239088205,16.252206653374635,17.934975504551222,19.284326298674063,20.418493442261408,21.99042932801057,24.23345152732241,25.91266989097099,29.52866250721264,32.88701062289169
15.0,-1.0,13.780540077408368,10.295123135986104,10.188722635377284,11.410216734628795,12.863009807468485,14.328134080637009,16.005376791744432,18.02379635724912,21.06977999332198,26.218234186477552,-1.0,-1.0,-1.0,-1.0,-1.0
10.0,-1.0,8.238284903196941,8.31039496413594,9.300244236052222,10.981776042991116,13.049296749018549,16.688440571129625,25.337748128532024,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5.0,25.67075180718877,9.054665794962103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0
