0,1,2,3,4,5,6,7,8,9,10,11,12,13
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,-1.0,22.683745185313963,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,20.54175677669942,18.760347247779105,18.79970141296092,18.95230860267565,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,-1.0,16.128067322749185,15.90714251912173,15.93739408896786,16.60678355397034,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,-1.0,13.411697147437657,12.719582568154042,13.195071753624152,13.981739567896943,14.599089892017307,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,12.342642469896855,9.87945919827224,10.245986629942099,11.111847381195783,11.799350092506675,12.660550971112574,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-1.0,7.199033143216539,7.525832795800692,8.450862325448936,9.509557717110928,10.949188612608525,13.679067564016462,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0
