0,1,2,3,4,5,6,7,8,9,10,11,12,13
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,29.171617189338885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,25.291976408498584,21.837683917077392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,21.96682923482969,19.145806484988082,18.46189616691248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,-1.0,18.69910939346217,16.98490154119971,16.592938400703808,16.593550860644125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,22.062210953690908,15.979297232179519,14.770905304742929,14.547179897385817,15.238561976740645,15.949442142679462,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,15.948775957629419,13.8217835003481,12.80196278424527,13.098873479618929,13.74721059761048,14.538310023064662,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,13.242452414679143,11.348468363747209,11.093756423348923,11.577594157288075,12.597771386919893,13.477415930336225,0.0,0.0,0.0,0.0,0.0,0.0
20.0,-1.0,10.273964845171559,9.65517570973264,9.530544910309642,10.307777554917347,11.473080802066365,12.691520926836349,0.0,0.0,0.0,0.0,0.0,0.0
15.0,15.190401518336794,8.24167047628593,7.926408047085868,8.476879002700937,9.521378507636296,10.695992056437122,11.801340321708059,0.0,0.0,0.0,0.0,0.0,0.0
10.0,7.931641466957095,6.451115758840189,6.7541571825597915,7.856231791748771,9.061179217047078,10.32741660169058,12.029338153861696,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5.415093066772736,5.299179727039855,6.329796828880624,7.843657652087525,9.925987215067392,12.590235894418875,16.600730698743572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0
