0,1,2,3,4,5,6,7,8,9,10,11,12,13
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,26.06893262101682,23.695163552118306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,-1.0,22.631251522489492,20.832035619942417,20.446159758808864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,23.48470865219073,18.644517907506277,17.881164529428084,17.83282352568473,18.392657051185086,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,18.00550136474653,15.937370980417565,15.655855956053001,16.073748189807052,16.72696421154394,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-1.0,14.667560522167388,13.582264766488063,13.632385914789445,14.545606890887852,15.136630047870813,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,15.478190110925455,11.649980814566758,11.437335605491398,11.995363940435928,12.987248044868588,13.871904436704865,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,10.293622155029084,9.405753977558023,9.708767388161078,10.456689503266038,11.571063433263745,12.679200345481076,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-1.0,7.584619870754286,7.606284493802728,8.346512621386763,9.257128224327197,10.558123447499874,11.671314009888981,0.0,0.0,0.0,0.0,0.0,0.0
5.0,7.039257027644792,5.635030604064815,6.40992037432815,7.6967214585480725,9.040945210248497,11.210020756697453,14.16690855899577,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0
