0,1,2,3,4,5,6,7,8,9,10,11,12,13
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,-1.0,24.22082441020351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,-1.0,21.95099546060164,21.4436453490755,21.376582670067528,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,20.065925808170277,18.95981520021137,18.6553586655109,19.107114331933907,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,-1.0,16.26253019093752,16.06250996349394,16.306254651222268,16.80625346095868,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,14.401310865978786,13.5525481185768,13.61506002933187,14.264923820252758,15.105673901545597,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,-1.0,11.21013470940657,11.066808435227472,11.760869991808244,12.525958336518034,13.417934607773784,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,9.145277906945905,8.694573257578629,9.246953745868758,10.135038738004697,11.123716954983248,12.168926786725748,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-1.0,6.363546884805058,6.86886611846656,7.9631279464781475,8.915007468472883,10.837789326349633,13.543983618603992,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0
