0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
80.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
75.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,
70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.64029327456998,,,,,
65.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.40022582239154,46.84711933689472,45.78292517838681,,,,
60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.52307759492684,42.97515395346015,42.86480941814384,41.914171359064746,42.827797665851264,,,
55.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.417744088681225,42.20837658273024,39.26087047779693,39.07437238805341,39.02725701446846,40.2467337916217,39.69573500914442,,
50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.60562528167686,36.44333615679368,35.29146820864995,35.925120781365344,35.9960299514533,36.69237079785885,36.50774687770897,37.787555236472095,
45.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1185444685192,33.25462667638667,33.00714584734005,32.24217378135592,33.57421650049562,33.15821200526808,34.1754694874339,34.495600027513824,35.66162800571968,36.06328537414703
40.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.25660544108082,30.65909581991165,28.810360593383464,29.2642372759857,29.26530238217688,30.297653865361735,30.927127626084477,31.969742744559547,32.53284525719671,33.59935779505536,34.30750239513344
35.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.640541343665323,26.64919216181647,25.622638862440173,26.94370904657058,26.76336867785997,27.59693882653743,28.480579125000997,29.357956453236294,29.85484765338433,31.549833587185496,32.211708424355415
30.0,-1.0,-1.0,-1.0,-1.0,28.77771091638004,22.620413908681847,22.72765802134897,22.956391742655374,24.177475107797537,24.24212028263506,25.93803455080227,26.361178985960656,27.76377743925896,28.62509675667401,29.36137675724896,30.889356715687544
25.0,-1.0,-1.0,-1.0,26.63022167062456,20.938421681232136,19.35249049009742,20.315629122675805,20.549785491991976,21.826356007577264,22.2078070424931,23.95062842916757,24.75345855325012,26.086160383286785,26.992808720962085,28.647330258793133,29.78751702162496
20.0,-1.0,-1.0,-1.0,17.472225159755713,16.898531548784995,16.934188877647674,18.14345713139077,18.6626641141621,19.817435728513075,20.63658880460994,21.97345187400281,23.238354378172577,25.14464495180392,26.66544945693462,28.107570124533428,31.03606827495645
15.0,-1.0,-1.0,17.5114314427852,13.145488038735586,13.865329583464876,14.49960374859835,16.09113119811808,17.165371603210122,19.02526906723348,20.82034003932928,24.579089257271505,33.79112794031994,-1.0,-1.0,-1.0,-1.0
10.0,-1.0,14.933298635754976,10.821664058345576,10.828205606487046,12.208516610419796,13.597660214574782,16.52964527252142,21.982651421647816,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5.0,-1.0,9.320129332513773,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0
