0,1,2,3,4,5,6,7,8,9,10,11,12,13
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,23.316358384999564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,21.219308535889525,19.60237055914915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,18.54056519566788,17.575339597512503,16.57979294814974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,16.997834785421844,16.080608456079368,15.418497653373544,15.252805809146516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-1.0,14.961183655871562,13.928859048357785,13.690254761353243,13.489089304015,13.736200339457248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,21.445920796639264,12.771120102343897,12.097714722232524,11.917693536321998,12.427686992263588,13.218144435477765,13.692850113527863,0.0,0.0,0.0,0.0,0.0,0.0
30.0,14.799211619976544,11.31773992271444,10.433683395829615,10.487108484784736,10.911239388707036,11.948983481913649,12.59694944304424,0.0,0.0,0.0,0.0,0.0,0.0
25.0,11.447985978982253,9.531233131946438,9.18696517627925,9.600630148517212,9.99196501762604,11.145608401792924,12.037763421214729,0.0,0.0,0.0,0.0,0.0,0.0
20.0,8.807940632128126,7.929400208279122,7.9480250043171425,8.59766854199079,9.471311713056183,10.816500200140029,12.040645155076014,0.0,0.0,0.0,0.0,0.0,0.0
15.0,7.001300806250806,6.491744116342051,7.006730446098448,7.83820061100856,9.221244321842246,10.696549098098364,12.36972452427164,0.0,0.0,0.0,0.0,0.0,0.0
10.0,5.4754925894703685,5.812023428515354,6.576660839311694,7.732544551694218,9.539541743841179,10.864597870866692,12.961058707294068,0.0,0.0,0.0,0.0,0.0,0.0
5.0,4.688116266152018,5.555256691924255,6.953955620849431,8.754482410486085,11.429262265362876,14.865202624618451,22.08695979905915,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0
