0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
80.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,-1.0,-1.0,-1.0,0.19915242265856758,0.1970995810505962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,-1.0,-1.0,-1.0,0.1973821989528796,0.18880829015544043,0.19332968835429196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,-1.0,-1.0,0.19861214374225528,0.1974640743871513,0.1982389937106918,0.1875294117647059,0.1925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,-1.0,-1.0,0.19939347990902198,0.1960088691796009,0.19525925925925927,0.17755698421975452,0.19591078066914497,0.19619867312175004,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-1.0,0.19907006573673242,0.19758125472411187,0.19572466866182128,0.1986784140969163,0.19375896700143472,0.19617486338797815,0.18372820742065266,0.17248322147651007,0.0,0.0,0.0,0.0,0.0
35.0,-1.0,0.1996820349761526,0.19058260175578612,0.19193825042881646,0.1949268292682927,0.19382183908045977,0.19738963531669865,0.19531348955034833,0.1744599135861738,0.16145053212455657,0.0,0.0,0.0,0.0
30.0,-1.0,0.19856770833333334,0.19441860465116279,0.19744463373083476,0.19300291545189505,0.1943217665615142,0.18383594692400482,0.18266318537859008,0.18035776920378815,0.0,0.0,0.0,0.0,0.0
25.0,0.19991356023770934,0.19845460399227302,0.19623210248681236,0.19721254355400697,0.19518963922294172,0.19168858495528668,0.19312210200927357,0.167012987012987,0.1850096445301736,0.18933381871132143,0.1727243894703457,0.1243531202435312,0.0,0.0
20.0,0.19761258817145957,0.1987012987012987,0.19948529411764707,0.1950596252129472,0.18832535885167465,0.18505869797225186,0.1460701330108827,0.1325505544683627,0.19088878963823136,0.0,0.0632991318074191,0.17750503755266533,0.15545889517181383,0.0
15.0,0.19774436090225564,0.1974160206718346,0.19896602658788773,0.18485106382978722,0.19474178403755868,0.1826625386996904,0.1943831722569642,0.19693953719830803,0.19602786423595672,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0
