0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
80.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,-1.0,-1.0,-1.0,0.9956214689265537,0.9851804123711341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,-1.0,-1.0,-1.0,0.986050566695728,0.943064182194617,0.966120218579235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,-1.0,-1.0,0.992814667988107,0.9864864864864865,0.9908833700094309,0.936545240893067,0.9626777251184834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,-1.0,-1.0,0.9962121212121212,0.9796099290780141,0.9758144126357354,0.8872663551401869,0.9793263646922183,0.9808174973108641,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-1.0,0.9951907662712408,0.9871601208459214,0.9782051282051282,0.9930795847750865,0.9684474722122625,0.980491611392899,0.9182305630026809,0.8620946701453597,0.0,0.0,0.0,0.0,0.0
35.0,-1.0,0.9982514703544747,0.9521531100478469,0.9588688946015425,0.9736842105263158,0.9687612208258528,0.986569455103607,0.976258309591643,0.8718809980806143,0.8069345941686368,0.0,0.0,0.0,0.0
30.0,-1.0,0.9921925829538061,0.9713400464756003,0.9863829787234043,0.9645458960660515,0.9705882352941176,0.9188102893890675,0.9130775254502741,0.9014726507713885,0.0,0.0,0.0,0.0,0.0
25.0,0.9994598098530683,0.9916344916344917,0.9804216867469879,0.9852045256744996,0.9750462107208873,0.9579390115667719,0.9652375434530707,0.833981841763943,0.9247933884297521,0.9464968152866242,0.8634850166481687,0.6216473273730264,0.0,0.0
20.0,0.987527114967462,0.9928617780661908,0.9970599044468945,0.9744680851063829,0.9407265774378585,0.9243070362473348,0.7294685990338164,0.6623207301173403,0.9540178571428571,0.0,0.31624605678233436,0.8873626373626373,0.7771254620569689,0.0
15.0,0.988191089640365,0.986442866365397,0.9944629014396457,0.923469387755102,0.9732519943688409,0.9123711340206185,0.9718053660754888,0.9845751959198905,0.9800666913671731,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0
